Geneid	/home/ubuntu/reprohackathon/results/BAM/SRR10379721.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379722.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379723.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379724.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379725.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379726.bam
gene-SAOUHSC_01441	20	7	15	25	16	25
gene-SAOUHSC_01442	12	8	7	1	0	0
gene-SAOUHSC_01443	91	54	38	112	178	27
gene-SAOUHSC_01447	80474	58061	65938	11716	12280	2277
gene-SAOUHSC_01448	1092	718	788	1473	1161	231
gene-SAOUHSC_01450	1195	642	848	1662	2020	345
gene-SAOUHSC_01451	730	384	432	1261	1410	421
gene-SAOUHSC_01452	393	223	237	637	563	262
gene-SAOUHSC_01454	2191	1763	1460	4621	5969	1069
gene-SAOUHSC_01455	6124	4903	4222	12948	16111	946
gene-SAOUHSC_01456	1329	1269	953	609	710	119
gene-SAOUHSC_01458	20	17	18	19	32	5
gene-SAOUHSC_01459	809	673	627	730	831	82
gene-SAOUHSC_01460	1799	1893	1368	1724	1269	187
gene-SAOUHSC_01462	11910	11808	8834	15355	19562	1505
gene-SAOUHSC_01463	10026	10971	6880	14899	17886	1874
gene-SAOUHSC_01464	4476	4121	2677	5557	6643	283
gene-SAOUHSC_01465	2	2	2	0	0	5
gene-SAOUHSC_01466	33011	31975	28127	16380	11012	1824
gene-SAOUHSC_01467	210392	201487	182948	111417	79892	19654
gene-SAOUHSC_01468	2741	2132	1972	1923	1877	114
gene-SAOUHSC_01469	5500	4642	3413	3482	2807	293
gene-SAOUHSC_01470	4060	3475	2556	3226	3311	256
gene-SAOUHSC_01471	8452	6549	5783	13715	12387	2990
gene-SAOUHSC_01472	6868	4232	4218	5948	5901	735
gene-SAOUHSC_01473	1503	1131	887	2226	2648	225
gene-SAOUHSC_01474	2149	1400	1241	2474	2296	347
gene-SAOUHSC_01475	2839	1864	1513	3118	2647	492
gene-SAOUHSC_01476	668	476	324	870	1007	86
gene-SAOUHSC_01477	47025	45540	22408	98898	83222	19534
gene-SAOUHSC_01478	928	859	728	2039	2533	186
gene-SAOUHSC_01479	1757	1471	1301	2572	3072	320
gene-SAOUHSC_01480	5501	4811	4036	7267	8166	842
gene-SAOUHSC_01481	2903	2498	1924	5612	7329	990
gene-SAOUHSC_01482	860	785	658	2647	3154	427
gene-SAOUHSC_01483	906	827	594	3877	4618	809
gene-SAOUHSC_01484	14	7	18	17	24	3
gene-SAOUHSC_01485	3286	2863	2064	6553	5857	695
gene-SAOUHSC_01486	2482	2340	1499	4225	4618	498
gene-SAOUHSC_01487	1754	1573	1002	3416	4105	929
gene-SAOUHSC_01488	639	599	416	2105	2545	377
gene-SAOUHSC_01489	41	18	17	9	7	0
gene-SAOUHSC_01490	29154	23949	15173	121922	110687	62696
gene-SAOUHSC_01491	8027	5906	6215	13898	17187	3477
gene-SAOUHSC_01492	7229	5674	4846	14964	17648	3351
gene-SAOUHSC_01493	25749	21286	12578	45501	40425	9281
gene-SAOUHSC_A01436	9	1	3	3	2	0
gene-SAOUHSC_01494	0	1	1	0	0	0
gene-SAOUHSC_01495	164	114	117	225	107	41
gene-SAOUHSC_01496	2317	1822	1615	3483	4458	900
gene-SAOUHSC_01497	1502	1005	1162	1107	1139	207
gene-SAOUHSC_01499	3423	3475	2315	3421	2294	450
gene-SAOUHSC_01500	9	8	13	27	53	6
gene-SAOUHSC_01501	18304	17198	10384	49031	58938	19740
gene-SAOUHSC_01502	2150	1831	1348	4334	4821	843
gene-SAOUHSC_01503	848	640	639	1512	1504	102
gene-SAOUHSC_01504	22531	17590	18334	6311	4821	1370
gene-SAOUHSC_01505	11278	8520	6694	6544	4122	1152
gene-SAOUHSC_01507	209	98	156	141	160	19
gene-SAOUHSC_01508	2118	1253	1570	907	979	88
gene-SAOUHSC_01510	217	158	191	87	131	7
gene-SAOUHSC_01511	604	434	474	308	370	45
gene-SAOUHSC_01512	832	653	722	496	669	75
gene-SAOUHSC_01513	1096	749	745	416	279	40
gene-SAOUHSC_01514	0	0	0	0	0	0
gene-SAOUHSC_A01455	0	0	0	0	0	0
gene-SAOUHSC_01515	0	0	0	0	0	0
gene-SAOUHSC_01516	0	0	0	0	0	0
gene-SAOUHSC_01517	0	0	0	0	0	0
gene-SAOUHSC_01518	0	0	0	0	0	0
gene-SAOUHSC_01519	0	0	0	0	0	0
gene-SAOUHSC_01520	0	0	0	0	0	0
gene-SAOUHSC_01521	0	0	0	0	0	0
gene-SAOUHSC_01522	0	0	0	0	0	0
gene-SAOUHSC_01523	0	0	0	0	0	0
gene-SAOUHSC_01524	0	0	0	0	0	0
gene-SAOUHSC_01525	0	0	0	0	0	0
gene-SAOUHSC_01526	0	0	0	0	0	0
gene-SAOUHSC_01527	0	0	0	0	0	0
gene-SAOUHSC_01528	0	0	0	0	0	0
gene-SAOUHSC_01529	0	0	0	0	0	0
gene-SAOUHSC_01530	0	0	0	0	0	0
gene-SAOUHSC_01531	0	0	0	0	0	0
gene-SAOUHSC_01532	0	0	0	0	0	0
gene-SAOUHSC_01533	0	0	0	0	0	0
gene-SAOUHSC_01535	0	0	0	0	0	0
gene-SAOUHSC_01536	0	0	0	0	0	0
gene-SAOUHSC_01537	0	0	0	0	0	0
gene-SAOUHSC_01538	0	0	0	0	0	0
gene-SAOUHSC_01539	0	0	0	0	0	0
gene-SAOUHSC_01540	0	0	0	0	0	0
gene-SAOUHSC_01541	0	0	0	0	0	0
gene-SAOUHSC_01542	0	0	0	0	0	0
gene-SAOUHSC_01543	0	0	0	0	0	0
gene-SAOUHSC_01544	0	0	0	0	0	0
gene-SAOUHSC_01545	0	0	0	0	0	0
gene-SAOUHSC_01546	0	0	0	0	0	0
gene-SAOUHSC_01547	0	0	0	0	0	0
gene-SAOUHSC_01548	0	0	0	0	0	0
gene-SAOUHSC_01549	0	0	0	0	0	0
gene-SAOUHSC_01550	0	0	0	0	0	0
gene-SAOUHSC_01551	0	0	0	0	0	0
gene-SAOUHSC_01552	0	0	0	0	0	0
gene-SAOUHSC_01553	0	0	0	0	0	0
gene-SAOUHSC_01554	0	0	0	0	0	0
gene-SAOUHSC_01555	0	0	0	0	0	0
gene-SAOUHSC_01556	0	0	0	0	0	0
gene-SAOUHSC_01557	0	0	0	0	0	0
gene-SAOUHSC_01558	0	0	0	0	0	0
gene-SAOUHSC_01559	0	0	0	0	0	0
gene-SAOUHSC_01560	0	0	0	0	0	0
gene-SAOUHSC_01561	0	0	0	0	0	0
gene-SAOUHSC_01562	0	0	0	0	0	0
gene-SAOUHSC_01563	0	0	0	0	0	0
gene-SAOUHSC_01565	0	0	0	0	0	0
gene-SAOUHSC_01566	0	0	0	0	0	0
gene-SAOUHSC_01567	0	0	0	0	0	0
gene-SAOUHSC_01568	0	0	0	0	0	0
gene-SAOUHSC_01569	0	0	0	0	0	0
gene-SAOUHSC_01570	0	0	0	0	0	0
gene-SAOUHSC_01571	0	0	0	0	0	0
gene-SAOUHSC_01572	0	0	0	0	0	0
gene-SAOUHSC_01573	0	0	0	0	0	0
gene-SAOUHSC_01574	0	0	0	0	0	0
gene-SAOUHSC_A01514	0	0	0	0	0	0
gene-SAOUHSC_01575	0	0	0	0	0	0
gene-SAOUHSC_01576	0	0	0	0	0	0
gene-SAOUHSC_01577	0	0	0	0	0	0
gene-SAOUHSC_01578	0	0	0	0	0	0
gene-SAOUHSC_01579	0	0	0	0	0	0
gene-SAOUHSC_01580	0	0	0	0	0	0
gene-SAOUHSC_01582	0	0	0	0	0	0
gene-SAOUHSC_01583	4836	3315	4634	2003	2261	341
gene-SAOUHSC_01584	1443	1051	1200	705	932	150
gene-SAOUHSC_01585	9907	7648	8201	9176	12469	1769
gene-SAOUHSC_01586	6652	5485	5089	7412	7589	1423
gene-SAOUHSC_01587	3967	3108	3287	3170	3778	663
gene-SAOUHSC_01588	1444	1060	1097	1081	1239	218
gene-SAOUHSC_01589	2641	1910	2095	2948	2692	265
gene-SAOUHSC_01590	338	199	182	536	969	87
gene-SAOUHSC_01591	7763	7142	6082	2781	3388	272
gene-SAOUHSC_01592	7312	5676	5103	3815	3485	348
gene-SAOUHSC_01593	352	314	261	783	976	88
gene-SAOUHSC_01594	1754	1529	1395	4016	5017	637
gene-SAOUHSC_01595	112	92	74	185	258	85
gene-SAOUHSC_01596	368	242	224	853	879	87
gene-SAOUHSC_01597	3559	2639	2736	4146	4911	670
gene-SAOUHSC_01598	1480	947	945	2780	2707	492
gene-SAOUHSC_01599	22268	17413	12089	37935	40246	3751
gene-SAOUHSC_01600	10378	9136	7259	11777	10401	826
gene-SAOUHSC_01601	6369	4836	4172	1252	1765	532
gene-SAOUHSC_01602	1172	952	728	611	739	99
gene-SAOUHSC_01603	5	3	8	0	2	0
gene-SAOUHSC_01604	2578	2398	1310	6550	8075	1797
gene-SAOUHSC_01605	19271	15868	11732	27860	26338	4818
gene-SAOUHSC_01606	3337	2825	1908	3434	4049	753
gene-SAOUHSC_01607	28	24	21	68	87	19
gene-SAOUHSC_01608	6	6	11	94	59	3
gene-SAOUHSC_01609	2421	1788	1781	2810	3681	406
gene-SAOUHSC_01610	1270	939	756	1617	1963	550
gene-SAOUHSC_01611	23019	14402	16536	9332	9137	1606
gene-SAOUHSC_01612	13686	9060	9528	5808	6037	1309
gene-SAOUHSC_01613	13248	8217	9259	5431	5262	1804
gene-SAOUHSC_01614	12594	8731	9038	4965	5329	1046
gene-SAOUHSC_01615	8381	5084	5278	5129	6648	924
gene-SAOUHSC_01617	1294	708	657	1492	1633	61
gene-SAOUHSC_01618	5467	4402	3976	5263	7383	1624
gene-SAOUHSC_01619	787	665	558	1034	931	73
gene-SAOUHSC_01620	5986	5036	4213	8635	9106	1070
gene-SAOUHSC_01621	3732	3210	2753	5490	6630	474
gene-SAOUHSC_01622	2314	1853	1639	3569	4311	984
gene-SAOUHSC_01623	6815	5963	4912	9572	10712	2874
gene-SAOUHSC_01624	2803	2613	1992	4051	4521	1262
gene-SAOUHSC_01625	9762	8029	6740	17573	14971	2533
gene-SAOUHSC_01626	2525	1908	1504	6154	10128	1447
gene-SAOUHSC_01627	2117	1266	1492	3060	3186	123
gene-SAOUHSC_01628	555	324	394	681	657	51
gene-SAOUHSC_01629	4024	2609	2827	4037	4374	1356
gene-SAOUHSC_01630	2873	1991	1650	4328	4089	544
gene-SAOUHSC_01632	4233	3598	2641	6659	7596	2744
gene-SAOUHSC_01633	2763	2665	1872	4770	5736	839
gene-SAOUHSC_01634	1402	1136	868	2450	3211	359
gene-SAOUHSC_01635	1800	1738	985	3509	3881	261
gene-SAOUHSC_01636	1	2	0	0	3	2
gene-SAOUHSC_01637	54	35	48	51	87	4
gene-SAOUHSC_01638	75	56	41	57	61	2
gene-SAOUHSC_01639	43	33	30	37	27	1
gene-SAOUHSC_01640	42	22	35	27	38	4
gene-SAOUHSC_01641	104	80	102	64	37	3
gene-SAOUHSC_01643	227	141	151	94	80	7
gene-SAOUHSC_01644	3935	3052	2885	6836	7114	913
gene-SAOUHSC_01645	1222	1175	1045	2369	3157	325
gene-SAOUHSC_01646	2990	2595	2262	5715	6015	2771
gene-SAOUHSC_01647	180	175	196	497	681	62
gene-SAOUHSC_01648	780	727	633	2018	2702	683
gene-SAOUHSC_01649	921	810	792	2738	3292	278
gene-SAOUHSC_01650	464	377	353	1611	2480	219
gene-SAOUHSC_01651	6276	4130	3865	7308	5073	326
gene-SAOUHSC_01652	6128	5563	3956	10702	10816	1653
gene-SAOUHSC_01653	27341	26667	16554	52531	69234	9867
gene-SAOUHSC_01655	2522	1882	1662	698	901	34
gene-SAOUHSC_01656	5315	3980	3326	1607	1858	91
gene-SAOUHSC_01657	5100	3671	3256	1549	1925	89
gene-SAOUHSC_01658	14597	11829	12692	8352	10923	2166
gene-SAOUHSC_01659	13773	11680	11976	9019	11681	1620
gene-SAOUHSC_01660	9146	8342	6273	6968	7775	1321
gene-SAOUHSC_01661	5150	4227	3737	3564	3998	419
gene-SAOUHSC_01662	36567	27379	22971	22556	17466	3633
gene-SAOUHSC_01663	30007	20734	20057	13432	11862	1511
gene-SAOUHSC_01664	2427	1734	1677	2763	2781	469
gene-SAOUHSC_01665	1243	780	884	1554	1443	104
gene-SAOUHSC_01666	30320	26268	18876	74331	69490	12896
gene-SAOUHSC_01667	5082	3646	3958	3050	2986	468
gene-SAOUHSC_01668	5278	3633	3936	3056	2996	282
gene-SAOUHSC_01669	35	16	14	8	8	0
gene-SAOUHSC_01670	3193	2019	2169	1845	1664	173
gene-SAOUHSC_01671	1154	643	892	856	802	51
gene-SAOUHSC_01672	2791	1952	1830	2042	2304	219
gene-SAOUHSC_01673	4394	3164	3080	4641	5940	636
gene-SAOUHSC_01675	32814	24892	19572	28795	34928	11909
gene-SAOUHSC_01676	32161	23618	18742	29630	28101	8628
gene-SAOUHSC_01677	16825	12589	10946	17603	15663	3186
gene-SAOUHSC_01678	32705	26376	19452	39597	18590	3083
gene-SAOUHSC_01679	10790	12206	7782	11355	13853	2112
gene-SAOUHSC_01680	3180	3639	2419	2590	3112	321
gene-SAOUHSC_01681	37793	42405	29517	10519	5565	1127
gene-SAOUHSC_01682	30330	40440	26577	9186	5163	1395
gene-SAOUHSC_01683	608212	674727	450574	111093	25757	5851
gene-SAOUHSC_01684	164774	192199	128908	30176	5868	195
gene-SAOUHSC_01685	121548	126400	105223	26499	4263	211
gene-SAOUHSC_01686	1659	1468	1330	907	1121	210
gene-SAOUHSC_01687	461	454	358	381	550	481
gene-SAOUHSC_01688	13496	9789	10947	12096	12155	2469
gene-SAOUHSC_01689	8642	7820	6251	10608	11580	442
gene-SAOUHSC_01690	4682	3076	4314	1396	1426	90
gene-SAOUHSC_01691	1077	785	846	1220	1428	145
gene-SAOUHSC_01692	1711	1532	988	3519	3976	416
gene-SAOUHSC_01693	683	591	482	762	959	112
gene-SAOUHSC_01694	4888	3806	3457	6139	5979	585
gene-SAOUHSC_01695	3296	2874	2409	3889	5397	894
gene-SAOUHSC_01696	2806	2768	2175	4867	6257	1565
gene-SAOUHSC_01697	2624	2136	2023	2646	3662	633
gene-SAOUHSC_01698	614	514	470	703	685	48
gene-SAOUHSC_01699	1856	1436	1358	2040	2236	280
gene-SAOUHSC_01700	3858	3113	2696	3887	4027	526
gene-SAOUHSC_01701	1796	1546	1442	1922	2291	213
gene-SAOUHSC_01702	1639	1373	1143	2025	2107	139
gene-SAOUHSC_01703	1	2	2	3	17	1
gene-SAOUHSC_01704	25	14	25	59	94	6
gene-SAOUHSC_01705	374	259	229	181	309	29
gene-SAOUHSC_01706	1995	1406	1269	1595	2323	115
gene-SAOUHSC_01707	1484	1216	899	1432	1998	126
gene-SAOUHSC_01708	843	735	593	849	1431	204
gene-SAOUHSC_01709	1387	1486	913	1738	3594	503
gene-SAOUHSC_01710	250	251	175	440	915	53
gene-SAOUHSC_01711	572	573	343	1331	2151	273
gene-SAOUHSC_01712	331	416	182	1196	1811	316
gene-SAOUHSC_01714	9390	7317	6743	9330	9392	891
gene-SAOUHSC_01715	7074	6288	5247	6531	8155	1358
gene-SAOUHSC_01716	8567	7467	6259	7043	6572	1715
gene-SAOUHSC_01717	3943	3665	2798	2928	3279	429
gene-SAOUHSC_01718	1088	793	871	956	983	34
gene-SAOUHSC_01719	6201	4605	4782	9638	12756	4059
gene-SAOUHSC_01720	5769	5287	4811	10848	20443	3919
gene-SAOUHSC_01721	4142	3167	3025	9023	13660	1485
gene-SAOUHSC_01722	7301	5554	6628	12969	16098	4571
gene-SAOUHSC_01723	5186	3989	4039	2787	3224	469
gene-SAOUHSC_01724	450	383	338	524	673	51
gene-SAOUHSC_01725	8713	7279	5977	6853	7178	1727
gene-SAOUHSC_01726	2356	1804	1662	1892	2348	357
gene-SAOUHSC_01727	9357	8015	6905	9521	12911	1622
gene-SAOUHSC_01728	1329	763	634	1168	1097	192
gene-SAOUHSC_01729	12368	9722	10124	48600	86408	6284
gene-SAOUHSC_01730	8427	6721	5221	25032	49624	3143
gene-SAOUHSC_01732	2848	2056	1896	4591	8022	2258
gene-SAOUHSC_01733	216	164	116	123	55	6
gene-SAOUHSC_01734	6567	5687	4582	8666	8964	1268
gene-SAOUHSC_01735	3700	3391	2190	5807	4757	433
gene-SAOUHSC_01736	166	104	115	184	135	58
gene-SAOUHSC_01737	3449	2973	2601	5883	8282	1999
gene-SAOUHSC_01738	1034	895	820	1612	2129	301
gene-SAOUHSC_01739	3675	2862	2537	7289	11153	870
gene-SAOUHSC_01741	1841	1676	1243	4262	5157	884
gene-SAOUHSC_01742	8819	7116	6094	20712	27746	4511
gene-SAOUHSC_01743	5056	3033	3939	3260	3117	524
gene-SAOUHSC_01744	8677	5298	6877	4456	4664	422
gene-SAOUHSC_01746	12353	9566	9308	16190	17512	1922
gene-SAOUHSC_01747	4153	3555	2695	5964	5229	473
gene-SAOUHSC_01748	7768	7493	5984	6328	8888	1437
gene-SAOUHSC_01749	6284	6241	5221	3899	6016	1045
gene-SAOUHSC_01750	7171	7142	5804	5381	8084	2426
gene-SAOUHSC_01751	4077	3782	3202	3579	4941	408
gene-SAOUHSC_01752	2429	2465	1742	3017	2144	312
gene-SAOUHSC_01753	11549	11462	8953	11262	16369	3363
gene-SAOUHSC_01755	57259	54812	47572	28730	31801	12364
gene-SAOUHSC_01756	32309	28909	28722	15322	19296	3123
gene-SAOUHSC_01757	76692	75434	72546	40496	81510	11881
gene-SAOUHSC_01758	4313	3335	3987	1699	1221	107
gene-SAOUHSC_01759	13107	11281	12000	4827	5337	336
gene-SAOUHSC_01760	30806	21037	28329	2832	3111	218
gene-SAOUHSC_01761	48840	32657	48149	5336	6383	235
gene-SAOUHSC_01762	2413	1691	1761	1634	1347	87
gene-SAOUHSC_01763	1746	1042	1486	108	123	42
gene-SAOUHSC_01764	156	114	136	60	41	6
gene-SAOUHSC_01765	302	139	373	48	29	1
gene-SAOUHSC_01766	13426	12579	9649	41916	50443	7391
gene-SAOUHSC_01767	16608	17110	12435	53750	65627	11232
gene-SAOUHSC_01768	2667	1932	2117	3576	4386	685
gene-SAOUHSC_01769	5820	3776	4238	10440	7261	1269
gene-SAOUHSC_01770	502	276	291	750	546	20
gene-SAOUHSC_01771	11773	9262	8933	8946	9979	2030
gene-SAOUHSC_01772	4313	3682	3193	3392	3446	600
gene-SAOUHSC_01773	2195	1823	1648	1300	1173	97
gene-SAOUHSC_01774	8093	6515	6003	5612	6202	962
gene-SAOUHSC_01775	3936	2961	3186	4431	5274	1312
gene-SAOUHSC_01776	27797	25713	20747	55569	66076	8528
gene-SAOUHSC_01777	965	910	769	1441	1990	288
gene-SAOUHSC_01778	37904	29935	26105	24201	22757	5701
gene-SAOUHSC_01779	65420	43937	50853	27846	25082	4420
gene-SAOUHSC_01780	36	29	83	51	208	30
gene-SAOUHSC_01781	4080	3905	3614	3033	4245	335
gene-SAOUHSC_01782	1880	2139	1974	1919	3256	926
gene-SAOUHSC_01783	5	1	4	0	0	0
gene-SAOUHSC_01784	35137	28314	28764	11088	13363	2024
gene-SAOUHSC_01785	28599	22903	23437	8276	11829	867
gene-SAOUHSC_01786	43805	37576	36456	14346	17092	3311
gene-SAOUHSC_01787	6013	4788	5856	31189	57334	9366
gene-SAOUHSC_01788	6091	5337	3970	28096	80299	15017
gene-SAOUHSC_01789	7042	6655	5053	18405	32558	1040
gene-SAOUHSC_01791	7373	6575	5890	10509	12679	2158
gene-SAOUHSC_01792	6797	6049	4809	12718	13467	2341
gene-SAOUHSC_01793	2373	2394	1775	5884	7157	883
gene-SAOUHSC_01794	19479	27180	18511	20028	22119	888
gene-SAOUHSC_01795	4690	3168	3807	4185	6287	1218
gene-SAOUHSC_01796	3681	2802	3014	4402	4900	552
gene-SAOUHSC_01797	8219	6076	5730	11675	11933	1452
gene-SAOUHSC_01798	2219	1440	2319	1188	1084	69
gene-SAOUHSC_01799	5777	3920	4323	3901	3773	340
gene-SAOUHSC_01800	1238	897	861	2615	3304	411
gene-SAOUHSC_A01723	7	8	7	4	3	0
gene-SAOUHSC_01801	14189	9888	9723	6260	5104	1029
gene-SAOUHSC_01802	5802	4461	4093	3255	2751	442
gene-SAOUHSC_01803	7733	6073	4245	29087	36596	5109
gene-SAOUHSC_01804	92	72	63	15	19	3
gene-SAOUHSC_01805	64	51	49	27	16	7
gene-SAOUHSC_01806	11275	8704	7003	38916	31322	11118
gene-SAOUHSC_01807	3923	3464	2859	9423	13523	6990
gene-SAOUHSC_01808	12352	7660	10111	6759	8342	1887
gene-SAOUHSC_01809	7787	5343	6106	5171	6597	984
gene-SAOUHSC_01810	6181	4010	4607	4417	6357	1874
gene-SAOUHSC_01811	17137	13347	11428	17899	15720	2651
gene-SAOUHSC_01812	4329	3278	2778	4163	4031	801
gene-SAOUHSC_01813	4880	3912	2939	5944	5533	1047
gene-SAOUHSC_01814	6707	5041	4702	9283	8777	1265
gene-SAOUHSC_01815	6867	6419	5003	12891	11923	2383
gene-SAOUHSC_01816	2476	1646	1755	4238	5022	1274
gene-SAOUHSC_01817	65	64	30	107	40	4
gene-SAOUHSC_01818	13274	13943	8453	11482	13398	3144
gene-SAOUHSC_01819	19524	17098	8183	51285	46720	23013
gene-SAOUHSC_01820	10526	8497	6983	8726	7141	1268
gene-SAOUHSC_01821	2004	1435	1144	2828	2094	245
gene-SAOUHSC_01822	6287	4430	3161	9654	6456	673
gene-SAOUHSC_01823	1225	1183	1125	1109	2022	187
gene-SAOUHSC_01824	2289	2268	1947	1821	2791	697
gene-SAOUHSC_01825	1692	1475	1369	1385	2043	132
gene-SAOUHSC_01826	1	0	0	0	0	0
gene-SAOUHSC_01827	26482	18185	18695	26813	25607	2964
gene-SAOUHSC_01828	620	450	389	1638	1825	516
gene-SAOUHSC_01829	65639	67833	55824	40474	47458	10012
gene-SAOUHSC_A01754	19	24	28	3	5	0
gene-SAOUHSC_01830	1164	775	856	967	1483	211
gene-SAOUHSC_01831	1090	973	585	1647	2050	351
gene-SAOUHSC_01832	941	1024	471	18121	23515	3869
gene-SAOUHSC_01833	2626	2185	1828	17255	22080	3126
gene-SAOUHSC_01834	4	5	2	3	4	0
gene-SAOUHSC_01835	3053	2378	2585	8381	11917	1111
gene-SAOUHSC_01836	7610	5519	5765	4889	5711	780
gene-SAOUHSC_01837	1419	1059	966	2608	3160	518
gene-SAOUHSC_01838	3739	2869	1739	8016	9130	2180
gene-SAOUHSC_01839	1082	687	648	1490	1775	241
gene-SAOUHSC_01840	669	365	495	901	1190	65
gene-SAOUHSC_01841	2	0	0	0	0	0
gene-SAOUHSC_01843	2399	1630	1412	771	967	129
gene-SAOUHSC_01844	6	6	2	2	3	2
gene-SAOUHSC_01845	10851	9009	5464	16491	21572	5734
gene-SAOUHSC_01846	3713	4428	2297	8425	16613	2829
gene-SAOUHSC_01847	752	851	426	3340	4145	634
gene-SAOUHSC_01849	1676	1874	919	4205	5686	1324
gene-SAOUHSC_01850	20308	14033	13190	17429	27799	2316
gene-SAOUHSC_01851	0	0	1	3	1	1
gene-SAOUHSC_01852	5354	3605	3599	22550	39250	5380
gene-SAOUHSC_01853	17	19	13	22	22	1
gene-SAOUHSC_01854	37427	30653	25091	57890	75186	24984
gene-SAOUHSC_01855	37140	28465	20964	55497	32314	6490
gene-SAOUHSC_01856	10184	7686	7226	12949	18475	2222
gene-SAOUHSC_01857	19793	14694	13358	28383	36822	8328
gene-SAOUHSC_01858	1468	992	932	2305	2821	927
gene-SAOUHSC_01859	1593	1099	1087	2180	1828	340
gene-SAOUHSC_01860	2036	1373	1217	4919	4491	1301
gene-SAOUHSC_01861	3202	2009	2006	3443	3862	1142
gene-SAOUHSC_01863	2013	1310	1562	4336	4116	218
gene-SAOUHSC_01864	1851	1391	1130	2399	3136	861
gene-SAOUHSC_01865	14970	11919	12188	12515	17938	2878
gene-SAOUHSC_01866	16833	13611	12154	19425	21898	7855
gene-SAOUHSC_01867	4112	2877	3189	4796	6201	1110
gene-SAOUHSC_01868	2751	2180	1769	9651	11415	5755
gene-SAOUHSC_01869	7464	7904	5972	19212	32901	4003
gene-SAOUHSC_01870	4386	3309	3483	4657	7232	996
gene-SAOUHSC_01871	4240	3161	2912	6383	6061	1314
gene-SAOUHSC_01872	1879	1734	1393	2213	2946	810
gene-SAOUHSC_01873	5314	3699	3986	1524	1701	297
gene-SAOUHSC_01874	449	333	330	821	1500	652
gene-SAOUHSC_01875	3302	2937	2304	6862	7632	2355
gene-SAOUHSC_01876	2256	2202	1509	2850	2258	595
gene-SAOUHSC_01877	2612	1953	1563	3698	3792	998
gene-SAOUHSC_01878	2204	1549	1359	2730	2853	225
gene-SAOUHSC_01879	6788	5189	4839	7482	6611	443
gene-SAOUHSC_01880	148	104	102	78	119	11
gene-SAOUHSC_01881	123	97	93	71	71	5
gene-SAOUHSC_01882	7378	5020	4705	5857	6020	895
gene-SAOUHSC_01883	15	8	24	11	35	5
gene-SAOUHSC_01884	3919	5376	2109	27473	39498	5510
gene-SAOUHSC_01886	1202	1161	906	1085	810	277
gene-SAOUHSC_01887	2495	2950	2332	2314	2757	445
gene-SAOUHSC_01888	1390	1517	1168	1288	1328	302
gene-SAOUHSC_01889	2516	3072	2205	2901	2876	1006
gene-SAOUHSC_01890	447	359	300	711	734	150
gene-SAOUHSC_01891	457	433	366	292	470	12
gene-SAOUHSC_01893	1761	1586	1708	1082	1413	62
gene-SAOUHSC_01894	943	832	874	616	606	169
gene-SAOUHSC_01895	8618	7199	6488	9289	12015	1659
gene-SAOUHSC_01896	1162	773	804	1774	2172	115
gene-SAOUHSC_01897	635	465	701	574	401	17
gene-SAOUHSC_01898	688	518	846	595	333	21
gene-SAOUHSC_01899	371	274	306	1426	2102	93
gene-SAOUHSC_01900	1260	703	1023	461	287	27
gene-SAOUHSC_01901	7083	5244	2796	12217	12582	873
gene-SAOUHSC_01902	43	22	35	288	243	26
gene-SAOUHSC_01903	48	36	40	147	197	22
gene-SAOUHSC_01904	117	72	74	102	141	14
gene-SAOUHSC_01905	244	213	202	111	106	9
gene-SAOUHSC_01906	51	28	48	12	3	0
gene-SAOUHSC_01907	1237	1109	576	2140	2924	1100
gene-SAOUHSC_01908	9538	7694	6680	10521	11654	575
gene-SAOUHSC_01909	8941	6882	7156	9224	11336	2794
gene-SAOUHSC_01910	38716	39933	24273	32303	38229	5679
gene-SAOUHSC_01911	654	467	554	1177	2033	77
gene-SAOUHSC_01912	669	371	372	185	163	97
gene-SAOUHSC_01913	66	41	46	52	82	17
gene-SAOUHSC_01914	1199	835	792	1860	2168	254
gene-SAOUHSC_01915	887	577	503	799	787	174
gene-SAOUHSC_01916	707	507	377	909	956	293
gene-SAOUHSC_01917	502	317	367	89	103	4
gene-SAOUHSC_01918	11067	14670	8927	11324	9191	1177
gene-SAOUHSC_01919	17684	21602	14139	14221	8861	1826
gene-SAOUHSC_01920	330	291	273	450	374	25
gene-SAOUHSC_01921	209	155	135	217	126	6
gene-SAOUHSC_01922	503	313	332	376	365	33
gene-SAOUHSC_01923	92	53	64	230	219	20
gene-SAOUHSC_01924	18	6	6	10	32	1
gene-SAOUHSC_01925	25	24	28	29	29	35
gene-SAOUHSC_01926	380	313	287	336	778	167
gene-SAOUHSC_01927	147	121	129	176	203	14
gene-SAOUHSC_01928	146	147	93	147	284	7
gene-SAOUHSC_01929	33	20	13	39	10	3
gene-SAOUHSC_01930	409	240	512	453	711	55
gene-SAOUHSC_01931	690	409	587	1038	1291	217
gene-SAOUHSC_01932	795	496	480	1275	1656	429
gene-SAOUHSC_01933	512	348	288	1575	1712	602
gene-SAOUHSC_01934	22	6	12	6	5	3
gene-SAOUHSC_01935	1456	636	626	242	357	111
